model,effort,effort_order,country_code,country_name,developer,release_date,is_historical,data_scope,intelligence_score,intelligence_score_raw,output_tokens_million,canonical_input_tokens,canonical_answer_tokens,canonical_reasoning_tokens,canonical_output_tokens,total_tokens_million,aa_raw_blended_usd_per_million_tokens,aa_raw_cost_per_index_task_usd,blended_usd_per_million_tokens,cost_per_index_task_usd,task_noncache_input_tokens,task_cache_read_tokens,task_cache_write_tokens,task_answer_tokens,task_reasoning_tokens,task_output_tokens,total_tokens_per_index_task,api_provider,api_provider_model_id,api_precision,api_original_match,api_input_usd_per_million,api_cache_read_usd_per_million,api_cache_write_usd_per_million,api_output_usd_per_million,api_price_scenario,api_price_valid_until,api_price_source_url,api_precision_source_url,api_price_confidence,api_selection_basis,api_price_note,source_url
DeepSeek V4 Flash 0731,max,5,CN,中国,DeepSeek,2026-07-31,false,token_and_cost,52,51.766577608903,205.996513,1280997079,10185879,195810634,205996513,1486.993592,0.229800000000,0.112158897368,0.048600000000,0.056678692934,6157.164945,982289.619928,334444.769600,9264.240097,37087.458048,46351.698145,1369243.252617,DeepInfra,deepinfra_deepseek-v4-flash-0731,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.090000000000,0.018000000000,0.090000000000,0.180000000000,current,,https://artificialanalysis.ai/models/deepseek-v4-flash/providers,https://artificialanalysis.ai/models/deepseek-v4-flash/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/deepseek-v4-flash
DeepSeek V4 Pro 0813,max,5,CN,中国,DeepSeek,2026-08-13,false,token_and_cost,53,53.197684929782,127.800047,887047761,8463230,119336817,127800047,1014.847808,0.690800000000,0.252071419069,0.055672002081,0.056094160219,6920.372702,925221.603627,36560.412291,7710.284008,31170.279708,38880.563717,1007582.952337,DeepSeek,deepseek_deepseek-v4-pro,official original endpoint,official_original_endpoint_exact_model,0.435000000000,0.003625000000,0.435000000000,0.870000000000,current,,https://api-docs.deepseek.com/quick_start/pricing/,https://api-docs.deepseek.com/quick_start/pricing/,high,lowest current positive unquantized route fixed across all reasoning levels of this model,Current official DeepSeek price; cache writes are billed as cache-miss input,https://artificialanalysis.ai/models/deepseek-v4-pro
GLM-5.2,max,5,CN,中国,Z AI,2026-06-16,false,token_and_cost,53,52.640956345739,140.916893,543734053,7480840,133436053,140916893,684.650946,0.884500000000,0.320553028828,0.790000000000,0.361273723211,6710.759179,559551.731188,45002.134996,6856.595426,38828.259200,45684.854625,656949.479988,Wafer,wafer_glm-5-2,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,1.200000000000,0.200000000000,1.200000000000,4.100000000000,current,,https://artificialanalysis.ai/models/glm-5-2/providers,https://artificialanalysis.ai/models/glm-5-2/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/glm-5-2
GPT-5.5,non-reasoning,0,US,美国,OpenAI,2026-04-23,true,token_and_cost,36,35.753759597589,2.179922,63243451,2179922,0,2179922,65.423373,4.350000000000,0.208315439941,4.350000000000,0.208315439941,6160.846428,55575.851921,19521.458336,1737.199672,0.000000,1737.199672,82995.356357,OpenAI,openai_gpt-5-5-non-reasoning,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5-non-reasoning/providers,https://artificialanalysis.ai/models/gpt-5-5-non-reasoning/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5-non-reasoning
GPT-5.5,low,1,US,美国,OpenAI,2026-04-23,true,token_and_cost,44,44.498112467672,6.797474,74374356,2173900,4623574,6797474,81.171830,4.350000000000,0.258866102218,4.350000000000,0.258866102218,6154.808766,64538.347193,25201.907715,1752.716139,574.395401,2327.111540,98222.175215,OpenAI,openai_gpt-5-5-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5-low/providers,https://artificialanalysis.ai/models/gpt-5-5-low/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5-low
GPT-5.5,medium,2,US,美国,OpenAI,2026-04-23,true,token_and_cost,51,51.422251838980,21.302224,153115420,3293698,18008526,21302224,174.417644,4.350000000000,0.500168861325,4.350000000000,0.500168861325,6195.683289,130431.733151,47340.686049,2840.469294,2735.235641,5575.704935,189543.807425,OpenAI,openai_gpt-5-5-medium,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5-medium/providers,https://artificialanalysis.ai/models/gpt-5-5-medium/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5-medium
GPT-5.5,high,3,US,美国,OpenAI,2026-04-23,true,token_and_cost,55,54.666808279366,42.864675,243301537,3980909,38883766,42864675,286.166212,4.350000000000,0.803310853982,4.350000000000,0.803310853982,6081.919092,208456.980943,69430.820174,3550.471316,7166.817590,10717.288906,294687.009115,OpenAI,openai_gpt-5-5-high,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5-high/providers,https://artificialanalysis.ai/models/gpt-5-5-high/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5-high
GPT-5.5,xhigh,4,US,美国,OpenAI,2026-04-23,true,token_and_cost,56,56.306685186036,72.323178,363777740,4400120,67923058,72323178,436.100918,4.350000000000,1.174706931589,4.350000000000,1.174706931589,6112.556811,309624.274202,96506.287921,4037.270603,12856.081758,16893.352361,429136.471295,OpenAI,openai_gpt-5-5,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5/providers,https://artificialanalysis.ai/models/gpt-5-5/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5
GPT-5.5 Instant (June 2026),instant,0,US,美国,OpenAI,2026-06-25,false,token_and_cost,29,29.232778634720,3.903942,238048787,2636038,1267904,3903942,241.952729,4.350000000000,0.536439146829,4.350000000000,0.536439146829,6087.198049,348250.120348,51280.072477,2418.667327,97.257140,2515.924467,408133.315341,OpenAI,openai_gpt-5-5-instant-06-26,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,5.000000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-5-instant-06-26/providers,https://artificialanalysis.ai/models/gpt-5-5-instant-06-26/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-5-instant-06-26
GPT-5.6 Luna,non-reasoning,0,US,美国,OpenAI,2026-07-09,false,token_and_cost,27,26.844895222588,2.352067,175902278,2352067,0,2352067,178.254345,0.174000000000,0.011731427324,0.174000000000,0.011731427324,6115.409063,258215.741552,10631.531343,2238.456537,0.000000,2238.456537,277201.138495,OpenAI,openai_gpt-5-6-luna-non-reasoning,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna-non-reasoning/providers,https://artificialanalysis.ai/models/gpt-5-6-luna-non-reasoning/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna-non-reasoning
GPT-5.6 Luna,low,1,US,美国,OpenAI,2026-07-09,false,token_and_cost,34,33.854560525112,6.971198,108471271,2139657,4831541,6971198,115.442469,0.174000000000,0.008794987675,0.174000000000,0.008794987675,6117.201591,149368.789498,6441.837526,1854.415928,623.677559,2478.093487,164405.922102,OpenAI,openai_gpt-5-6-luna-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna-low/providers,https://artificialanalysis.ai/models/gpt-5-6-luna-low/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna-low
GPT-5.6 Luna,medium,2,US,美国,OpenAI,2026-07-09,false,token_and_cost,39,38.905073339676,12.477577,124742753,2798055,9679522,12477577,137.220330,0.174000000000,0.011269349861,0.174000000000,0.011269349861,6133.385892,155893.628713,8786.647333,2523.645132,1416.470097,3940.115230,174753.777168,OpenAI,openai_gpt-5-6-luna-medium,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna-medium/providers,https://artificialanalysis.ai/models/gpt-5-6-luna-medium/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna-medium
GPT-5.6 Luna,high,3,US,美国,OpenAI,2026-07-09,false,token_and_cost,47,46.960417047320,37.035425,276851489,4165729,32869696,37035425,313.886914,0.174000000000,0.021586508695,0.174000000000,0.021586508695,6137.683482,302997.160763,15306.145235,3862.268503,4864.808560,8727.077062,333168.066543,OpenAI,openai_gpt-5-6-luna-high,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna-high/providers,https://artificialanalysis.ai/models/gpt-5-6-luna-high/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna-high
GPT-5.6 Luna,xhigh,4,US,美国,OpenAI,2026-07-09,false,token_and_cost,50,50.058702742954,66.740450,448420232,4949136,61791314,66740450,515.160682,0.174000000000,0.031637141410,0.174000000000,0.031637141410,6262.666945,469305.861254,19982.469582,4609.474665,8726.253168,13335.727834,508886.725615,OpenAI,openai_gpt-5-6-luna-xhigh,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna-xhigh/providers,https://artificialanalysis.ai/models/gpt-5-6-luna-xhigh/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna-xhigh
GPT-5.6 Luna,max,5,US,美国,OpenAI,2026-07-09,false,token_and_cost,52,52.318082784098,125.034528,723503591,5869760,119164768,125034528,848.538119,0.174000000000,0.047127533600,0.174000000000,0.047127533600,7251.129686,751734.490666,26350.528406,5652.505913,14393.315544,20045.821457,805381.970214,OpenAI,openai_gpt-5-6-luna,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,0.200000000000,0.020000000000,0.250000000000,1.200000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-luna/providers,https://artificialanalysis.ai/models/gpt-5-6-luna/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-luna
GPT-5.6 Sol,non-reasoning,0,US,美国,OpenAI,2026-07-09,false,token_and_cost,42,41.877973060507,2.622854,108217449,2622854,0,2622854,110.840303,4.350000000000,0.236552999159,4.350000000000,0.236552999159,6130.396055,123914.631195,11970.277765,2304.315575,0.000000,2304.315575,144319.620591,OpenAI,openai_gpt-5-6-sol-non-reasoning,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol-non-reasoning/providers,https://artificialanalysis.ai/models/gpt-5-6-sol-non-reasoning/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol-non-reasoning
GPT-5.6 Sol,low,1,US,美国,OpenAI,2026-07-09,false,token_and_cost,51,50.731518171370,6.591313,94684786,2567010,4024303,6591313,101.276099,4.350000000000,0.231100946990,4.350000000000,0.231100946990,6116.895904,99588.581288,10510.055495,2168.574176,665.903490,2834.477666,119050.010353,OpenAI,openai_gpt-5-6-sol-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol-low/providers,https://artificialanalysis.ai/models/gpt-5-6-sol-low/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol-low
GPT-5.6 Sol,medium,2,US,美国,OpenAI,2026-07-09,false,token_and_cost,56,55.572905171061,11.977373,188163289,3535536,8441837,11977373,200.140662,4.350000000000,0.371670812437,4.350000000000,0.371670812437,6127.677122,194924.551473,16132.292908,3083.697121,1674.413559,4758.110681,221942.632183,OpenAI,openai_gpt-5-6-sol-medium,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol-medium/providers,https://artificialanalysis.ai/models/gpt-5-6-sol-medium/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol-medium
GPT-5.6 Sol,high,3,US,美国,OpenAI,2026-07-09,false,token_and_cost,57,57.331721096222,21.253842,340806859,4570101,16683741,21253842,362.060701,4.350000000000,0.547730391485,4.350000000000,0.547730391485,6136.805949,340987.470754,19230.733717,4056.106223,3489.245131,7545.351354,373900.361774,OpenAI,openai_gpt-5-6-sol-high,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol-high/providers,https://artificialanalysis.ai/models/gpt-5-6-sol-high/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol-high
GPT-5.6 Sol,xhigh,4,US,美国,OpenAI,2026-07-09,false,token_and_cost,59,59.009036370554,35.408533,536660848,5598173,29810360,35408533,572.069381,4.350000000000,0.807181243353,4.350000000000,0.807181243353,6206.187847,526633.330045,28782.054543,5088.078106,6010.115167,11098.193273,572719.765708,OpenAI,openai_gpt-5-6-sol-xhigh,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol-xhigh/providers,https://artificialanalysis.ai/models/gpt-5-6-sol-xhigh/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol-xhigh
GPT-5.6 Sol,max,5,US,美国,OpenAI,2026-07-09,false,token_and_cost,61,60.929870132920,70.095978,983960410,6633297,63462681,70095978,1054.056388,4.350000000000,1.231211055877,4.350000000000,1.231211055877,6154.883543,958393.051691,34380.202202,6112.989234,10765.805718,16878.794952,1015806.932387,OpenAI,openai_gpt-5-6-sol,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,5.000000000000,0.500000000000,6.250000000000,30.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-sol/providers,https://artificialanalysis.ai/models/gpt-5-6-sol/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-sol
GPT-5.6 Terra,non-reasoning,0,US,美国,OpenAI,2026-07-09,false,token_and_cost,35,34.618867454602,2.551471,139278684,2551471,0,2551471,141.830155,1.740000000000,0.102539087412,1.740000000000,0.102539087412,6119.070444,176553.108838,10695.930370,2354.208236,0.000000,2354.208236,195722.317888,OpenAI,openai_gpt-5-6-terra-non-reasoning,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra-non-reasoning/providers,https://artificialanalysis.ai/models/gpt-5-6-terra-non-reasoning/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra-non-reasoning
GPT-5.6 Terra,low,1,US,美国,OpenAI,2026-07-09,false,token_and_cost,41,41.296123972937,5.963118,118487240,2186082,3777036,5963118,124.450358,1.740000000000,0.093946669759,1.740000000000,0.093946669759,6120.416099,154941.724243,8266.796728,1869.157793,635.050615,2504.208408,171833.145479,OpenAI,openai_gpt-5-6-terra-low,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra-low/providers,https://artificialanalysis.ai/models/gpt-5-6-terra-low/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra-low
GPT-5.6 Terra,medium,2,US,美国,OpenAI,2026-07-09,false,token_and_cost,47,46.755895387927,10.423480,131956933,2938821,7484659,10423480,142.380413,1.740000000000,0.119024052079,1.740000000000,0.119024052079,6129.338150,148566.168056,10932.672658,2607.703109,1535.668601,4143.371710,169771.550575,OpenAI,openai_gpt-5-6-terra-medium,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra-medium/providers,https://artificialanalysis.ai/models/gpt-5-6-terra-medium/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra-medium
GPT-5.6 Terra,high,3,US,美国,OpenAI,2026-07-09,false,token_and_cost,50,50.113135227340,23.611557,290663428,4398420,19213137,23611557,314.274985,1.740000000000,0.218282012998,1.740000000000,0.218282012998,6143.348048,304871.418688,17276.756027,3986.765491,4498.996434,8485.761925,336777.284687,OpenAI,openai_gpt-5-6-terra-high,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra-high/providers,https://artificialanalysis.ai/models/gpt-5-6-terra-high/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra-high
GPT-5.6 Terra,xhigh,4,US,美国,OpenAI,2026-07-09,false,token_and_cost,53,52.773245112807,36.341139,446712045,5249319,31091820,36341139,483.053184,1.740000000000,0.305022291392,1.740000000000,0.305022291392,6157.166834,458802.500332,22267.684283,4813.779086,7292.741493,12106.520579,499333.872028,OpenAI,openai_gpt-5-6-terra-xhigh,AA provider benchmark endpoint,aa_provider_endpoint_exact_model,2.000000000000,0.200000000000,2.500000000000,12.000000000000,current,,https://artificialanalysis.ai/models/gpt-5-6-terra-xhigh/providers,https://artificialanalysis.ai/models/gpt-5-6-terra-xhigh/providers,high,lowest positive AA weighted task cost among providers common to all reasoning levels of this model,AA provider-specific cost; zero-price routes excluded,https://artificialanalysis.ai/models/gpt-5-6-terra-xhigh
