id,benchmark_version,model,base_model,developer,agent,agent_version,model_ids,model_url,agent_url,effort,effort_order,score,success_rate,ci95_half_width,ci95_low,ci95_high,trials,successes,task_count,raw_metrics_n_trials,raw_associated_n_trials,trial_count_note,total_tokens,token_per_attempt,total_tokens_million,tokens_per_success,total_api_usd,api_per_attempt,api_per_success,cost_note,raw_named_uncached_input_tokens,raw_cached_input_tokens,raw_output_tokens,component_semantics,avg_trial_duration_sec,source_url,submission_date,source_updated_at,source_verified,data_scope,subscription_per_attempt,subscription_per_success,subscription_offpeak_per_attempt,access_kind,access_label,access_evidence_date,access_confidence,access_rule,access_sources,api_value_ratio
"tb1-005-warp__claude-sonnet-4,claude-opus-4",1.0,claude-sonnet-4 + claude-opus-4 · Warp,claude-sonnet-4 + claude-opus-4,Anthropic,Warp,,,,https://warp.dev,not_reported,-1,52.0,0.52,1.8718,50.1282,53.8718,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-06-23,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-033-terminus 2__claude-sonnet-4-5,1.0,claude-sonnet-4-5 · Terminus 2,claude-sonnet-4-5,Anthropic,Terminus 2,,,,/terminus,not_reported,-1,51.0,0.51,1.568,49.432,52.568,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-30,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-029-droid__claude-sonnet-4,1.0,claude-sonnet-4 · Droid,claude-sonnet-4,Anthropic,Droid,,,,https://factory.ai/,not_reported,-1,50.5,0.505,2.646,47.854,53.146,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-24,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-040-deepagent desktop__claude-sonnet-4-5,1.0,claude-sonnet-4-5 · DeepAgent Desktop,claude-sonnet-4-5,Anthropic,DeepAgent Desktop,,,,https://deepagent-desktop.abacus.ai/,not_reported,-1,50.5,0.505,0.98,49.52,51.48,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-17,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-031-chaterm__claude-sonnet-4,1.0,claude-sonnet-4 · Chaterm,claude-sonnet-4,Anthropic,Chaterm,,,,https://chaterm.ai/,not_reported,-1,49.25,0.4925,2.5284,46.7216,51.7784,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-10,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-001-apex2__gpt-5,1.0,gpt-5 · Apex2,gpt-5,OpenAI,Apex2,,,,https://github.com/heartyguy/Apex2-Terminal-Bench-Agent,not_reported,-1,49.25,0.4925,0.8765386471799183,48.37346135282008,50.12653864717992,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-15,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-022-goose__claude-opus-4,1.0,claude-opus-4 · Goose,claude-opus-4,Anthropic,Goose,,,,https://github.com/block/goose,not_reported,-1,45.25,0.4525,2.94,42.31,48.19,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-03,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-008-engine labs__claude-sonnet-4,1.0,claude-sonnet-4 · Engine Labs,claude-sonnet-4,Anthropic,Engine Labs,,,,https://www.enginelabs.ai/,not_reported,-1,44.75,0.4475,1.6267999999999998,43.1232,46.3768,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-14,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-017-terminus 2__claude-opus-4-1,1.0,claude-opus-4-1 · Terminus 2,claude-opus-4-1,Anthropic,Terminus 2,,,,/terminus,not_reported,-1,43.75,0.4375,2.8290163190291686,40.920983680970835,46.579016319029165,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-11,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-004-claude code__claude-opus-4,1.0,claude-opus-4 · Claude Code,claude-opus-4,Anthropic,Claude Code,,,,https://docs.anthropic.com/en/docs/claude-code/overview,not_reported,-1,43.2,0.43200000000000005,2.4931974076482315,40.70680259235177,45.693197407648235,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-22,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-025-codex cli__gpt-5-codex,1.0,gpt-5-codex · Codex CLI,gpt-5-codex,OpenAI,Codex CLI,,,,https://github.com/openai/codex,not_reported,-1,42.809999999999995,0.4280999999999999,4.174799999999999,38.6352,46.98479999999999,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-14,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-012-letta__claude-sonnet-4,1.0,claude-sonnet-4 · Letta,claude-sonnet-4,Anthropic,Letta,,,,https://www.letta.com/,not_reported,-1,42.5,0.425,1.568,40.932,44.068,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-04,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-006-goose__claude-opus-4,1.0,claude-opus-4 · Goose,claude-opus-4,Anthropic,Goose,,,,https://github.com/block/goose,not_reported,-1,42.0,0.42,2.5555273428394374,39.44447265716056,44.55552734283944,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-12,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-045-iflow cli__minimax-m2,1.0,minimax-m2 · iFlow CLI,minimax-m2,Alibaba,iFlow CLI,,,,https://platform.iflow.cn/cli/,not_reported,-1,42.0,0.42,1.568,40.432,43.568,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-11-11,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-039-terminus 2__claude-haiku-4-5,1.0,claude-haiku-4-5 · Terminus 2,claude-haiku-4-5,Anthropic,Terminus 2,,,,/terminus,not_reported,-1,41.75,0.4175,2.646,39.104,44.396,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-16,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-023-goose__claude-sonnet-4,1.0,claude-sonnet-4 · Goose,claude-sonnet-4,Anthropic,Goose,,,,https://github.com/block/goose,not_reported,-1,41.25,0.4125,2.45,38.8,43.7,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-03,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-009-openhands__claude-sonnet-4,1.0,claude-sonnet-4 · OpenHands,claude-sonnet-4,Anthropic,OpenHands,,,,https://docs.all-hands.dev,not_reported,-1,41.25,0.4125,1.3426,39.9074,42.5926,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-14,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-016-terminus 2__gpt-5,1.0,gpt-5 · Terminus 2,gpt-5,OpenAI,Terminus 2,,,,/terminus,not_reported,-1,41.25,0.4125,2.191346617949793,39.05865338205021,43.44134661794979,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-11,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-027-orchestrator__claude-opus-4-1,1.0,claude-opus-4-1 · Orchestrator,claude-opus-4-1,Anthropic,Orchestrator,,,,http://www.danaustin.ai/,not_reported,-1,40.5,0.405,0.588,39.912,41.088,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-23,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-010-terminus 1__glm-4.5,1.0,GLM-4.5 · Terminus 1,GLM-4.5,Z.ai,Terminus 1,,,,/terminus,not_reported,-1,39.85,0.3985,1.8816,37.9684,41.7316,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-31,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-013-terminus 2__claude-opus-4,1.0,claude-opus-4 · Terminus 2,claude-opus-4,Anthropic,Terminus 2,,,,/terminus,not_reported,-1,39.0,0.39,0.784,38.216,39.784,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-05,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-038-terminus 2__grok-4,1.0,grok-4 · Terminus 2,grok-4,xAI,Terminus 2,,,,/terminus,not_reported,-1,39.0,0.39,3.234,35.766,42.234,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-14,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-002-iflow cli__qwen3-coder-480b-a35b-instruct,1.0,qwen3-coder-480b-a35b-instruct · iFlow CLI,qwen3-coder-480b-a35b-instruct,Alibaba,iFlow CLI,,,,https://platform.iflow.cn/cli/,not_reported,-1,39.0,0.39,0.4382693235899591,38.56173067641004,39.43826932358996,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-24,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-037-alpha__claude-sonnet-4-5,1.0,claude-sonnet-4-5 · Alpha,claude-sonnet-4-5,Anthropic,Alpha,,,,https://ataraxy-labs.com/,not_reported,-1,38.25,0.3825,2.1364,36.1136,40.3864,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-12,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-021-orchestrator__claude-sonnet-4,1.0,claude-sonnet-4 · Orchestrator,claude-sonnet-4,Anthropic,Orchestrator,,,,http://www.danaustin.ai/,not_reported,-1,36.96,0.3696,3.92,33.04,40.88,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-01,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-014-terminus 2__claude-sonnet-4,1.0,claude-sonnet-4 · Terminus 2,claude-sonnet-4,Anthropic,Terminus 2,,,,/terminus,not_reported,-1,36.4,0.364,1.176,35.224,37.576,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-05,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-003-claude code__claude-sonnet-4,1.0,claude-sonnet-4 · Claude Code,claude-sonnet-4,Anthropic,Claude Code,,,,https://docs.anthropic.com/en/docs/claude-code/overview,not_reported,-1,35.5,0.355,1.9887806438250544,33.51121935617495,37.48878064382505,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-22,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-018-terminus 1__glaive-swe-v1,1.0,glaive-swe-v1 · Terminus 1,glaive-swe-v1,OpenAI,Terminus 1,,,,/terminus,not_reported,-1,35.3,0.353,1.4307999999999998,33.8692,36.730799999999995,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-14,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-059-claude code__claude-3-7-sonnet,1.0,claude-3-7-sonnet · Claude Code,claude-3-7-sonnet,Anthropic,Claude Code,,,,https://docs.anthropic.com/en/docs/claude-code/overview,not_reported,-1,35.18,0.3518,2.616095040226892,32.563904959773105,37.796095040226895,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-16,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-043-camel__gpt-4.1,1.0,gpt-4.1 · CAMEL,gpt-4.1,OpenAI,CAMEL,,,,https://www.camel-ai.org/,not_reported,-1,35.0,0.35,7.84,27.16,42.84,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-31,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-007-goose__claude-sonnet-4,1.0,claude-sonnet-4 · Goose,claude-sonnet-4,Anthropic,Goose,,,,https://github.com/block/goose,not_reported,-1,34.25,0.3425,1.9103716915825562,32.339628308417446,36.160371691582554,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-07-12,,False,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-026-terminus 2__grok-4-fast,1.0,grok-4-fast · Terminus 2,grok-4-fast,xAI,Terminus 2,,,,/terminus,not_reported,-1,31.25,0.3125,2.8224,28.427599999999998,34.0724,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-09-21,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-042-terminus 2__gpt-5-mini,1.0,gpt-5-mini · Terminus 2,gpt-5-mini,OpenAI,Terminus 2,,,,/terminus,not_reported,-1,30.8,0.308,3.92,26.880000000000003,34.72,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-10-20,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-054-terminus 1__claude-3-7-sonnet,1.0,claude-3-7-sonnet · Terminus 1,claude-3-7-sonnet,Anthropic,Terminus 1,,,,/terminus,not_reported,-1,30.59,0.3059,3.8164784859868517,26.773521514013147,34.40647848598685,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-16,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-048-terminus 1__gpt-4.1,1.0,gpt-4.1 · Terminus 1,gpt-4.1,OpenAI,Terminus 1,,,,/terminus,not_reported,-1,30.284552845528456,0.30284552845528456,4.204685953144582,26.079866892383873,34.489238798673036,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-049-terminus 1__o3,1.0,o3 · Terminus 1,o3,OpenAI,Terminus 1,,,,/terminus,not_reported,-1,30.24390243902439,0.3024390243902439,1.7564633765323274,28.48743906249206,32.00036581555672,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-05-15,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
tb1-015-terminus 1__gpt-5,1.0,gpt-5 · Terminus 1,gpt-5,OpenAI,Terminus 1,,,,/terminus,not_reported,-1,30.0,0.3,1.7324116139070427,28.267588386092957,31.732411613907043,,,80,,,published_metrics_or_association_count,,,,,,,,published_run_cost_not_current_repricing,,,,components_missing,,https://github.com/harbor-framework/terminal-bench-website/blob/130be8458294043b33bbde1c765f3180f5ba96fb/app/%28home%29/leaderboard/data.ts,2025-08-07,,True,summary_only,,,,excluded,,,unavailable,missing_or_unreliable_benchmark_cost,[],
